Job name,Company Name,Job description,Key skills
Front end Developer,verolt engineering private limited,"fundamentals, algorithms, html5, bootstrap, sql, apache, ror, devops, web, developer, software, engineering, mysql, data, structures, c#, asp, .net, javascript, nosql, angularjs, ","fundamentals , algorithms , html5 , bootstrap , sql , apache , ror , devops , web developer , software engineering , mysql , data structures , c# , asp .net , javascript , nosql , angularjs "
Consultant - .net Developer,nec software solutions  ( india )  pvt ltd,"net, c#, development, web, development, technologies, relational, databases, devops, engineering, troubleshooting, and, debugging, css, web, api, html, mvc, .net, developer, entity, framework, javascript, consultant, system, architecture, infrastructure, ",", net c# development , web development technologies , relational databases , devops engineering , troubleshooting and debugging , css , web api , html , mvc , .net developer , entity framework , javascript , consultant , system architecture , infrastructure "
Senior Engineer- Cloud Developer,landis gyr ltd  ( noida ),"cloud, development, google, cloud, platform, containerization, and, orchestration, python, or, java, continuous, integration, and, deployment, docker, web, developer, web, development, c#, rest, django, infrastructure, ","cloud development , google cloud platform , containerization and orchestration , python or java , continuous integration and deployment , docker , web developer , web development , c# , rest , django , infrastructure "
Dot Net Core Developer,destiny hr group services,"css, html5, bug, fixing, jquery, sql, database, git, asp.net, oops, debugging, web, api, html, c#, team, player, visual, studio, nosql, software, developer, ","css , html5 , bug fixing , jquery , sql , database , git , asp.net , oops , debugging , web api , html , c# , team player , visual studio , nosql , software developer "
"Sr. SharePoint Developer ,  Ahmedabad",2Soft Solutions Pvt. Ltd.,"net, framework, (, c#, ), microsoft, office, sharepoint, server, web, services, (, wcf, ), agile, (, scrum, ), project, team, development, ms, sql, server, /, web, development, sharepoint, developer, problem, solving, triggers, .net, ",", net framework ( c# ) , microsoft office sharepoint server , web services ( wcf ) , agile ( scrum ) project team development , ms sql server / , web development , sharepoint developer , problem solving , triggers , .net "
MVC Dot Net Developer,destiny hr group services,"css, html5, bug, fixing, jquery, sql, database, git, asp.net, oops, debugging, web, api, html, mvc, c#, team, player, visual, studio, nosql, software, developer, asp, ","css , html5 , bug fixing , jquery , sql , database , git , asp.net , oops , debugging , web api , html , mvc , c# , team player , visual studio , nosql , software developer , asp "
.net with Angular developer,alliance recruitment agency,"fundamentals, css, storage, sql, t-sql, sql, azure, xml, microsoft, .net, asp.net, html, web, api, api, mvc, c#, microsoft, azure, team, player, javascript, written, communication, infrastructure, .net, ","fundamentals , css , storage , sql , t-sql , sql azure , xml , microsoft .net , asp.net , html , web api , api , mvc , c# , microsoft azure , team player , javascript , written communication , infrastructure , .net "
Senior Web Developer,Petrolink International,"angular, nodejs, html, /, css, net, /, c#, agile, development, methodologies, sql, senior, web, developer, postgresql, devops, oops, oracle, author, nosql, cassandra, .net, ","angular , nodejs , html / css , , net / c# , agile development methodologies , sql , senior web developer , postgresql , devops , oops , oracle , author , nosql , cassandra , .net "
Dot Net Developer,technoxis,"asp, net, mvc, asp, net, core, c#, sql, server, web, api, entity, framework, bootstrap, ajax, jquery, java, asp.net, json, html, c#.net, ","asp , net mvc , asp , net core , c# , sql server , web api , entity framework , bootstrap , ajax , jquery , java , asp.net , json , html , c#.net "
2 )  Dot.net Developer,mynd integrated solutions pvt ltd,"Full, Stack, Development, OOPS, Concepts, Back, End, Languages, Relational, Database, Communication, Skills, c#, rest, team, player, vb.net, triggers, javascript, database, oops, asp.net, web, api, mysql, mvc, soap, ","Full Stack Development , OOPS Concepts , Back End Languages , Relational Database , Communication Skills , c# , rest , team player , vb.net , triggers , javascript , database , oops , asp.net , web api , mysql , mvc , soap "
UI / UX Developer,infinity business solutions pvt ltd,"UI, /, UX, designs, JavaScript, JQuery, CSS, Bootstrap, css, bootstrap, jquery, d3.js, asp.net, oops, html, mvc, c#, mobile, problem, solving, javascript, ","UI / UX designs , JavaScript , JQuery , CSS , Bootstrap , css , bootstrap , jquery , d3.js , asp.net , oops , html , mvc , c# , mobile , problem solving , javascript "
Full Stack Developer,BUSISOL SOURCING INDIA PVT. LTD,"css, software, design, ado.net, bootstrap, t-sql, database, git, asp.net, debugging, html, web, api, mvc, c#, rest, entity, framework, javascript, linq, .net, ","css , software design , ado.net , bootstrap , t-sql , database , git , asp.net , debugging , html , web api , mvc , c# , rest , entity framework , javascript , linq , .net "
Senior .net MVC Developer,Techcronus,"css, software, design, html5, ado.net, sharepoint, bootstrap, jquery, java, asp.net, microsoft, .net, debugging, web, api, mvc, crm, c#, team, player, .net, php, ","css , software design , html5 , ado.net , sharepoint , bootstrap , jquery , java , asp.net , microsoft .net , debugging , web api , mvc , crm , c# , team player , .net , php "
Embedded C   developer,zf india pvt ltd,"embedded, os, linux, /, any, rtos, c, development, multithreaded, applications, wireless, modules, (, gprs, wifi, ble, /, bluetooth, ), embedded, systems, &, iot, technology, gsm, security, mqtt, telecom, c#, windows, bsp, ","embedded os linux / any rtos , c development , multithreaded applications , wireless modules ( gprs , wifi , ble / bluetooth ) , embedded systems & iot technology , gsm , security , mqtt , telecom , c# , windows , bsp "
Net Application Developer,ITCAN Pte Ltd,"html5, vb.net, sql, xml, asp.net, api, technical, skills, c#, rest, c, mobile, windows, javascript, android, development, visual, studio, sql, scripting, application, support, soap, ","html5 , vb.net , sql , xml , asp.net , api , technical skills , c# , rest , c , mobile , windows , javascript , android development , visual studio , sql scripting , application support , soap "
Java software developer,mirabilis design inc,"css, c, information, technology, software, design, artificial, intelligence, java, debugging, html, object, oriented, programming, c#, problem, solving, machine, learning, javascript, swing, embedded, software, ","css , c , information technology , software design , artificial intelligence , java , debugging , html , object oriented programming , c# , problem solving , machine learning , javascript , swing , embedded software "
SENIOR WEB-MOBILEAPP DEVELOPER,Resource Weaver,"c, html5, socket, programming, java, xml, web, development, c#, software, testing, javascript, angularjs, software, design, jquery, xpath, linux, json, debugging, c, mobile, team, player, problem, solving, windows, ","c , html5 , socket programming , java , xml , web development , c# , software testing , javascript , angularjs , software design , jquery , xpath , linux , json , debugging , c , mobile , team player , problem solving , windows "
Dot Net - Developer,ACE INFOWAY PVT. LTD.,"css, microsoft, technologies, jquery, mobile, web, based, applications, ajax, jquery, sql, asp.net, debugging, web, api, html, mvc, api, c#, github, svn, triggers, javascript, .net, angularjs, ","css , microsoft technologies , jquery mobile , web based applications , ajax , jquery , sql , asp.net , debugging , web api , html , mvc , api , c# , github , svn , triggers , javascript , .net , angularjs "
Lead Sitecore Developer,PUBLICIS GROUPE,"c#, asp.net, sitecore, coding, solr, search, nosql, experience, salesforce, episerver, devops, web, development, linq, drupal, conference, hybris, aem, git, mvc, mongodb, magento, entity, framework, mobile, demandware, infrastructure, forms, ","c# , asp.net , sitecore coding , solr search , nosql experience , salesforce , episerver , devops , web development , linq , drupal , conference , hybris , aem , git , mvc , mongodb , magento , entity framework , mobile , demandware , infrastructure , forms "
Dotnet Developer - L3,bdo rise private limited,"dotnet, c#, asp.net, mvc, sql, server, information, technology, bi, sharepoint, database, mvvm, it, projects, mcsd, api, rest, github, entity, framework, microsoft, azure, javascript, visual, studio, written, communication, application, support, ","dotnet , c# , asp.net , mvc , sql server , information technology , bi , sharepoint , database , mvvm , it projects , mcsd , api , rest , github , entity framework , microsoft azure , javascript , visual studio , written communication , application support "
Dotnet Developer - L3,bdo rise private limited,"dotnet, c#, asp.net, sql, server, sharepoint, information, technology, bi, database, mvvm, it, projects, mcsd, mvc, api, rest, github, entity, framework, microsoft, azure, javascript, visual, studio, written, communication, application, support, ","dotnet , c# , asp.net , sql server , sharepoint , information technology , bi , database , mvvm , it projects , mcsd , mvc , api , rest , github , entity framework , microsoft azure , javascript , visual studio , written communication , application support "
Sr Sitecore Developer,H.B. Fuller,"sitecore, development, sql, mvc, c#, agile, c, css, hosting, ajax, devops, system, development, asp.net, html, javascript, infrastructure, system, training, website, development, ","sitecore development , sql , mvc , c# , agile , c , css , hosting , ajax , devops , system development , asp.net , html , javascript , infrastructure , system training , website development "
Sr Asp .net developer,alliance recruitment agency,"information, technology, software, design, ado.net, vb.net, t-sql, jquery, sql, security, database, xml, asp.net, microsoft, .net, json, html, c#, oracle, asp, .net, javascript, software, implementation, .net, dhtml, ","information technology , software design , ado.net , vb.net , t-sql , jquery , sql , security , database , xml , asp.net , microsoft .net , json , html , c# , oracle , asp .net , javascript , software implementation , .net , dhtml "
Ruby on Rails Developer,CodeCrux Web Technologies ( P )  Ltd.,"css, html5, bootstrap, jquery, sql, salesforce, database, security, java, git, linux, heroku, api, c#, rest, mobile, problem, solving, javascript, ruby, infrastructure, .net, dhtml, unix, ","css , html5 , bootstrap , jquery , sql , salesforce , database , security , java , git , linux , heroku , api , c# , rest , mobile , problem solving , javascript , ruby , infrastructure , .net , dhtml , unix "
Angular / ReactJS Developer,Novaya Software Private Limited,"html5, rest, api, bootstrap, jquery, react.js, git, asp.net, oops, json, debugging, web, api, mvc, c#, rest, mobile, mvc, architecture, javascript, service, oriented, architecture, sql, programming, ","html5 , rest api , bootstrap , jquery , react.js , git , asp.net , oops , json , debugging , web api , mvc , c# , rest , mobile , mvc architecture , javascript , service oriented architecture , sql programming "
DOT NET DEVELOPER,Vcqru We Secure You,"dot, net, c#, asp, net, mvc, entity, framework, linq, mvc, architecture, bootstrap, ajax, jquery, javascript, database, oops, asp.net, json, object, oriented, programming, api, ","dot net , c# , asp , net mvc , entity framework , linq , mvc architecture , bootstrap , ajax , jquery , javascript , database , oops , asp.net , json , object oriented programming , api "
Mobile Application Developer,"New Global Technologies
     (More Jobs)","Mobile, Application, Developer, trainee, mobile, apps, Microsoft, Technologies, Web, Technologies, Java, Jsp, .net, ","Mobile Application Developer , trainee , mobile apps , Microsoft Technologies , Web Technologies , Java , Jsp , .net "
SharePoint Developer  (  1  Year Contract ),2Soft Solutions Pvt. Ltd.,"sharepoint, .net, c#, microsoft, office, web, services, database, sharepoint, server, microsoft, .net, sharepoint, developer, problem, solving, triggers, infopath, forms, ","sharepoint , .net , c# , microsoft office , web services , database , sharepoint server , microsoft .net , sharepoint developer , problem solving , triggers , infopath , forms "
Sr. Full-stack PHP Developer,alliance recruitment agency,"css, php, developer, symfony, jquery, security, java, apache, xml, html, mysql, mongodb, c#, python, mobile, javascript, node.js, softwarerequirements, php, ","css , php developer , symfony , jquery , security , java , apache , xml , html , mysql , mongodb , c# , python , mobile , javascript , node.js , softwarerequirements , php "
Hiring For .net Full Stack Developer,krazy mantra hr solutions,"1, ), visual, studio, 2, ), sql, server, 3, ), .net, framework, 4, ), .net, core, 5, ), c#, asp.net, web, technologies, mvc, t-sql, ","1 ) visual studio 2 ) sql server 3 ) .net framework 4 ) .net core 5 ) c# , asp.net , web technologies , mvc , t-sql "
ION Group - C    Developer - 7773,ion trading india pvt. ltd.,"c, linux, /, unix, software, development, lifecycle, scalable, services, /, distributed, systems, automation, tools, c, java, c#, problem, solving, infrastructure, ","c , linux / unix , software development lifecycle , scalable services / distributed systems , automation tools , c , java , c# , problem solving , infrastructure "
Senior RPA Developer  ( UI Path )  || RR / 353 / 2024 || 5 yrs,eMids Technologies Pvt Ltd,"rpa, development, uipath, c#, java, python, business, processes, problem, solving, ","rpa development , uipath , c# , java , python , business processes , problem solving "
Sr. Software Developer,Halliburton Ltd,"software, development, design, principles, java, nodejs, python, c#, aws, /, azure, kubernetes, docker, rdbms, databases, no, sqls, c, orchestration, memory, management, asp.net, software, engineering, oracle, mq, unix, /, linux, internals, team, player, problem, solving, gradle, software, developer, ","software development , design principles , java , nodejs , python , c# , aws / azure , kubernetes , docker , rdbms databases , no sqls , c , orchestration , memory management , asp.net , software engineering , oracle , mq , unix / linux internals , team player , problem solving , gradle , software developer "
FULL STACK DEVELOPER,pam technologies pvt. ltd.,"full, stack, developer, web, solutions, mobile, applications, common, stacks, front, end, languages, back, end, languages, javascript, frameworks, ms, sql, server, communication, skills, attention, to, detail, organizational, skills, analytical, mind., c#, css, triggers, jquery, node.js, xml, .net, html, ","full stack developer , web solutions , mobile applications , common stacks , front end languages , back end languages , javascript frameworks , ms sql server , communication skills , attention to detail , organizational skills , analytical mind. , c# , css , triggers , jquery , node.js , xml , .net , html "
.net AI Developer,Unified Cloud Pvt Ltd,"net, development, ai, /, ml, solutions, azure, openai, sql, cloud, services, css, .net, technologies, hosting, software, requirements, database, asp.net, web, api, html, mysql, mvc, c#, python, javascript, infrastructure, software, developer, ",", net development , ai / ml solutions , azure openai , sql , cloud services , css , .net technologies , hosting , software requirements , database , asp.net , web api , html , mysql , mvc , c# , python , javascript , infrastructure , software developer "
"Technical Lead ,  Frontend Developer",landis gyr ltd  ( noida ),"react, native, react, js, angular, js, ember, js, rest, api, openapi, agile, development, git, jira, java, j2ee, software, engineering, c#, python, software, design, docker, json, cloud, services, mobile, spring, boot, system, architecture, infrastructure, ","react native , react js , angular js , ember js , rest api , openapi , agile development , git , jira , java , j2ee , software engineering , c# , python , software design , docker , json , cloud services , mobile , spring boot , system architecture , infrastructure "
GIS Developer Trainee,Flair soft group,"css, dbms, vb.net, ajax, google, map, api, digitization, xml, asp.net, ssrs, html, web, api, api, c#, adf, oracle, javascript, linq, .net, reporting, tools, arcgis, ado.net, xsd, esri, jquery, sql, xpath, database, wsdl, uml, mvc, framework, rdbms, mobile, forms, ","css , dbms , vb.net , ajax , google map api , digitization , xml , asp.net , ssrs , html , web api , api , c# , adf , oracle , javascript , linq , .net , reporting tools , arcgis , ado.net , xsd , esri , jquery , sql , xpath , database , wsdl , uml , mvc framework , rdbms , mobile , forms "
Sr. GIS Developer,Flair soft group,"css, vb.net, ajax, t-sql, google, map, api, java, xml, asp.net, ssrs, asp., net, html, web, api, api, c#, adf, javascript, linq, oracle, 11g, .net, reporting, tools, dhtml, arcgis, microsoft, technologies, ado.net, xsd, esri, ","css , vb.net , ajax , t-sql , google map api , java , xml , asp.net , ssrs , asp. net , html , web api , api , c# , adf , javascript , linq , oracle 11g , .net , reporting tools , dhtml , arcgis , microsoft technologies , ado.net , xsd , esri "
Dotnet Developer-L5,bdo rise private limited,"dotnet, development, c#, asp, net, sql, server, javascript, libraries, information, technology, bi, bootstrap, database, mvvm, it, projects, mcsd, asp.net, web, api, mvc, github, entity, framework, microsoft, azure, visual, studio, written, communication, application, support, leadership, skills, ","dotnet development , c# , asp , net , sql server , javascript libraries , information technology , bi , bootstrap , database , mvvm , it projects , mcsd , asp.net , web api , mvc , github , entity framework , microsoft azure , visual studio , written communication , application support , leadership skills "
Dotnet Developer-L3,bdo rise private limited,"dotnet, development, c#, asp, net, mvc, mvvm, sql, server, javascript, angular, information, technology, bi, bootstrap, database, it, projects, mcsd, asp.net, web, api, github, entity, framework, microsoft, azure, visual, studio, written, communication, application, support, ","dotnet development , c# , asp , net , mvc , mvvm , sql server , javascript , angular , information technology , bi , bootstrap , database , it projects , mcsd , asp.net , web api , github , entity framework , microsoft azure , visual studio , written communication , application support "
Dotnet Developer - L4,bdo rise private limited,"c#, asp, net, mvc, and, /, or, mvvm, sql, server, sharepoint, javascript, libraries, information, technology, asp.net, api, github, visual, studio, application, support, bi, database, it, projects, mcsd, rest, entity, framework, microsoft, azure, written, communication, leadership, skills, ","c# , asp , net , mvc and / or mvvm , sql server , sharepoint , javascript libraries , information technology , asp.net , api , github , visual studio , application support , bi , database , it projects , mcsd , rest , entity framework , microsoft azure , written communication , leadership skills "
"Software Engineer III - POS  ( Delphi ,  c# ,  SQL ,  JavaScript Frameworks  ( Knockout ,  Angular ,  etc. )  )",PDI Software,"java, devops, c#, vb, javascript, sql, git, linux, software, engineer, crm, delphi, windows, ","java , devops , c# , vb , javascript , sql , git , linux , software engineer , crm , delphi , windows "
c# - 6 Months to 12 Years - Pass outs from Premium Engineering Institutes,infinity business solutions pvt ltd,"c#, Data, Structures, OOAD, Algorithms, Design, Pattern, fundamentals, algorithms, c, bug, fixing, t-sql, java, asp.net, data, structures, web, development, html, software, engineer, c#, vb, javascript, visual, studio, ooad, c, programming, ","c# , Data Structures , OOAD , Algorithms , Design Pattern , fundamentals , algorithms , c , bug fixing , t-sql , java , asp.net , data structures , web development , html , software engineer , c# , vb , javascript , visual studio , ooad , c programming "
Senior Sitecore Developer,Pattem Digital Technologies,"sitecore, rest, api, web, services, sql, ci, cd, tools, .net, unit, testing, css, ado.net, sharepoint, vb.net, jquery, database, management, oop, memory, management, devops, asp.net, c#, visual, studio, linq, software, implementation, ","sitecore , rest api web services , sql , ci cd tools , .net unit testing , css , ado.net , sharepoint , vb.net , jquery , database management , oop , memory management , devops , asp.net , c# , visual studio , linq , software implementation "
Senior UI Developer,McFadyen Digital,"css, java, devops, software, engineering, html, web, development, mysql, c#, python, oracle, javascript, node.js, web, technologies, hybris, grunt, git, testing, tools, ror, debugging, technical, skills, magento, mobile, production, support, shopify, php, express.js, ","css , java , devops , software engineering , html , web development , mysql , c# , python , oracle , javascript , node.js , web technologies , hybris , grunt , git , testing tools , ror , debugging , technical skills , magento , mobile , production support , shopify , php , express.js "
Full Stack Developer,Unified Cloud Pvt Ltd,"full, stack, development, .net, technologies, c#, mvc, web, api, front, end, development, html, css, javascript, angular, react, vue.js, relational, databases, sql, version, control, systems, cloud, platforms, problem, solving, communication, software, requirements, git, asp.net, debugging, mysql, ","full stack development , .net technologies , c# , mvc , web api , front end development , html , css , javascript , angular , react , vue.js , relational databases , sql , version control systems , cloud platforms , problem solving , communication , software requirements , git , asp.net , debugging , mysql "
"Technical Lead | .net Core ,  c# ,  MVC ,  React  ( 7-10 Years )   Harmony Data Integration Technology Pvt. Ltd.",Harmony Data Integration Technologies,"net, core, c#, mvc, react, azure, rest, api, html5, devops, mqtt, web, development, web, api, javascript, visual, studio, nosql, linq, .net, bi, docker, git, postgresql, debugging, entity, framework, written, communication, ",", net core , c# , mvc , react , azure , rest api , html5 , devops , mqtt , web development , web api , javascript , visual studio , nosql , linq , .net , bi , docker , git , postgresql , debugging , entity framework , written communication "
"Microsoft .net Developers / Senior Developers - NET ,  Asp.net ,  c# ,  Jquery ,  OOPS ,  SQL Server 7",infinity business solutions pvt ltd,"net, asp, net, c#, jquery, oops, microsoft, .net, asp.net, software, engineer, mvc, sql, ","net , asp , net , c# , jquery , oops , microsoft .net , asp.net , software engineer , mvc , sql "
Dynamics 365 Sales  /  CE Developer ( CRM ),Techcronus,"c#, business, rules, business, environment, javascript, asp.net, .net, web, api, forms, crm, ","c# , business rules , business environment , javascript , asp.net , .net , web api , forms , crm "
Full Stack Developer - .net  /  AngularJS /  JavaScript,efforts solutions,"c#, css, html5, bootstrap, javascript, jquery, asp.net, .net, html, api, angularjs, c#.net, ","c# , css , html5 , bootstrap , javascript , jquery , asp.net , .net , html , api , angularjs , c#.net "
IT Project Managers For Canada,"Navyah Immigration Services Private Limited
     (More Jobs)","project, management, project, manager, software, engineer, software, developer, network, engineer, IT, Outsourcing, Service, Desk, java, reporting, IT, Operations, developer, ","project management , project manager , software engineer , software developer , network engineer , IT Outsourcing , Service Desk , java , reporting , IT Operations , developer "
Jobs for Dot Net Developer MVC and Core | Dot Net Developer Job,destiny hr group services,"1, ), asp.net, 2, ), c#, 3, ), mvc, 4, ), .net, core, 5, ), sql, server, information, technology, entity, framework, rest, api, javascript, jquery, xml, asp., net, ","1 ) asp.net 2 ) c# 3 ) mvc 4 ) .net core 5 ) sql server , information technology , entity framework , rest api , javascript , jquery , xml , asp. net "
Power Bi /  SQL Tableau Developer,BUSISOL SOURCING INDIA PVT. LTD,"r2, information, technology, dbms, t-sql, xml, ssrs, c#, triggers, .net, microsoft, technologies, bi, sql, t, -, sql, sql, developer, rdbms, production, support, ","r2 , information technology , dbms , t-sql , xml , ssrs , c# , triggers , .net , microsoft technologies , bi , sql , t - sql , sql developer , rdbms , production support "
Senior Software Developer  ( .net - Web ),scanpoint geomatics ltd.,"net, technologies, net, core, mvc, entity, framework, c#, css, information, technology, .net, technologies, html5, photogrammetry, senior, software, developer, debugging, image, processing, .net, developer, javascript, ",", net technologies , , net core , mvc , entity framework , c# , css , information technology , .net technologies , html5 , photogrammetry , senior software developer , debugging , image processing , .net developer , javascript "
"Software Developer  ( c#.net MVC ,  Angular )",DIAMTRADE,"c#, css, entity, framework, xamarin, software, delivery, bootstrap, jquery, javascript, asp.net, .net, web, api, html, mvc, software, developer, c#.net, technical, skills, ","c# , css , entity framework , xamarin , software delivery , bootstrap , jquery , javascript , asp.net , .net , web api , html , mvc , software developer , c#.net , technical skills "
Experienced .net WPF Developer - DSRC,DATA SOFTWARE RESEARCH COMPANY,"c#.net, WPF, XML, MVVM, Visual, Studio, microsoft, technologies, mvvm, git, xml, asp.net, microsoft, .net, debugging, c#, software, testing, software, delivery, visual, studio, xaml, c#.net, ","c#.net , WPF , XML , MVVM , Visual Studio , microsoft technologies , mvvm , git , xml , asp.net , microsoft .net , debugging , c# , software testing , software delivery , visual studio , xaml , c#.net "
Senior Dot Net developer  ( with Blazor ),evry india pvt ltd,"net, development, net, maui, c#, programming, agile, methodology, azure, cloud, services, sql, git, debugging, web, api, html, mvc, global, delivery, rest, adf, written, communication, .net, soap, ",", net , development , , net maui , c# programming , agile methodology , azure cloud services , sql , git , debugging , web api , html , mvc , global delivery , rest , adf , written communication , .net , soap "
Senior Software Engineer  Dotnet Developer,SATRA Infrastructure Management,"c#, asp.net, ado.net, mvc, c#.net, javascript, jquery, angularjs, wcf, web, api, microsoft, visual, studio, 2017, .net, framework, 4.5, ms, sql, senior, software, engineer, database, ","c# , asp.net , ado.net , mvc , c#.net , javascript , jquery , angularjs , wcf , web api , microsoft visual studio 2017 , .net framework 4.5 , ms sql , senior software engineer , database "
Android  &  Ios Developer,"Options & Ideas
     (More Jobs)","Mobile, application, development, System, integration, Programming, Management, IOS, DEVELOPER, Objective, C, SWIFT, Android, developer, ","Mobile application development , System integration , Programming , Management , IOS DEVELOPER , Objective C , SWIFT , Android developer "
Full Stack Web and Mobile Application Developer,Novaya Software Private Limited,"html5, bootstrap, jquery, sql, asp.net, debugging, json, web, api, mvc, c#, rest, rdbms, mobile, javascript, sql, programming, ","html5 , bootstrap , jquery , sql , asp.net , debugging , json , web api , mvc , c# , rest , rdbms , mobile , javascript , sql programming "
Gen AI Developer,insight technology,"**, java, development, sap, integration, technical, analysis, communication, skills, project, management, **, css, t-sql, spring, xml, ssrs, j2ee, html, edi, triggers, javascript, c#, .net, business, objects, abap, unix, bi, hibernate, jquery, data, extraction, database, bw, linux, perl, os, sharepoint, designer, ansi, x12, ","** java development , sap integration , technical analysis , communication skills , project management ** , css , t-sql , spring , xml , ssrs , j2ee , html , edi , triggers , javascript , c# .net , business objects , abap , unix , bi , hibernate , jquery , data extraction , database , bw , linux , perl , os , sharepoint designer , ansi x12 "
Gen AI Developer,insight technology,"java, development, sap, system, knowledge, debugging, and, testing, technical, documentation, communication, skills, css, t-sql, spring, xml, ssrs, j2ee, html, edi, triggers, javascript, c#, .net, business, objects, abap, unix, bi, hibernate, jquery, data, extraction, database, bw, linux, perl, os, sharepoint, designer, ","java development , sap system knowledge , debugging and testing , technical documentation , communication skills , css , t-sql , spring , xml , ssrs , j2ee , html , edi , triggers , javascript , c# .net , business objects , abap , unix , bi , hibernate , jquery , data extraction , database , bw , linux , perl , os , sharepoint designer "
"DE Jobs - QuEST Global Software Developer in Bangalore  ( Bengaluru )  ,  India",buck global llc,"c#, development, net, framework, object, oriented, programming, sql, server, devops, practices, soa, database, security, git, windows, platform, oops, c#, .net, entry, level, software, developer, ","c# development , , net framework , object oriented programming , sql server , devops practices , soa , database , security , git , windows platform , oops , c# .net , entry level , software developer "
"Database Developer - Mumbai ,  Maharashtra ,  India",lionbridge technologies mumbai,"transact, sql, expertise, cloud, based, data, stores, business, logic, implementation, query, optimization, database, performance, tuning, dml, bi, t-sql, c#, server, management, triggers, windows, database, developer, ddl, written, communication, sql, database, ","transact sql expertise , cloud based data stores , business logic implementation , query optimization , database performance tuning , dml , bi , t-sql , c# , server management , triggers , windows , database developer , ddl , written communication , sql database "
Full Stack Developer  ( SDE3 ),eshopbox commerce private limited,"css, hosting, jquery, spring, security, java, git, apache, xml, software, engineer, mysql, html, mongodb, c#, rest, laravel, python, mobile, team, player, javascript, nosql, spring, boot, node.js, infrastructure, message, queue, php, ","css , hosting , jquery , spring , security , java , git , apache , xml , software engineer , mysql , html , mongodb , c# , rest , laravel , python , mobile , team player , javascript , nosql , spring boot , node.js , infrastructure , message queue , php "
Senior Umbraco Developer  ( Remote Work ),nopAccelerate,"asp, net, development, umbraco, development, front, end, technologies, c#, and, asp, net, mvc, problem, solving, css, jquery, database, management, security, git, devops, xml, asp.net, json, html, svn, javascript, written, communication, ","asp , net development , umbraco development , front end technologies , c# and asp , net mvc , problem solving , css , jquery , database management , security , git , devops , xml , asp.net , json , html , svn , javascript , written communication "
Sr. Software Developer - Lepton Software,LEPTON SOFTWARE,"software, development, agile, methodology, entity, framework, c#, asp, net, gis, application, asp.net, mysql, api, remote, sensing, triggers, javascript, network, management, linq, software, developer, photogrammetry, bootstrap, jquery, database, oops, telecom, mvc, mobile, written, communication, ","software development , agile methodology , entity framework , c# , asp , net , gis application , asp.net , mysql , api , remote sensing , triggers , javascript , network management , linq , software developer , photogrammetry , bootstrap , jquery , database , oops , telecom , mvc , mobile , written communication "
UiPath Developer - Consultant  /  Sr Consultant,Information Services Group,"uipath, rpa, automation, cognitive, technologies, software, development, css, artificial, intelligence, vb, .net, java, html, c#, python, ooad, security, perl, natural, language, processing, team, player, machine, learning, windows, consultant, infrastructure, ","uipath , rpa , automation , cognitive technologies , software development , css , artificial intelligence , vb .net , java , html , c# , python , ooad , security , perl , natural language processing , team player , machine learning , windows , consultant , infrastructure "
iOS Developer,abservetech private limited,"objective, c, c, ios, developer, ipad, ios, iphone, swift, ","objective c , c , ios developer , ipad , ios , iphone , swift "
"Software Developer ,  MVC ,  Web API ,  Javascript ,  Jquery ,  SQL",jobingo hr solution,"c#, information, technology, asp, .net, javascript, jquery, sqlserver, development, web, api, mvc, software, developer, ","c# , information technology , asp .net , javascript , jquery , sqlserver development , web api , mvc , software developer "
.net Developer,efextra solutions pvt ltd,"software, development, web, services, n-tier, object, oriented, design, vb.net, web, based, applications, sql, server, coding, xml, microsoft, .net, asp.net, visual, basic, ","software development , web services , n-tier , object oriented design , vb.net , web based applications , sql server , coding , xml , microsoft .net , asp.net , visual basic "
"DE Jobs - Shell Software Engineer- ReactJS Developer in Bengaluru ,  India",buck global llc,"reactjs, power, /, gas, trading, .net, azure, cloud, communication, skills, c#, cache, entity, framework, hosting, api, ","reactjs , power / gas trading , .net , azure cloud , communication skills , c# , cache , entity framework , hosting , api "
Unity Developer,appon software,"game, development, oop, coding, design, patterns, data, structures, version, control, mobile, unity3d, ","game development , oop , coding , design patterns , data structures , version control , mobile , unity3d "
Robotic Process Automation Lead  ( RPA Developers ),rubixe,"c#, oracle, vb, .net, ","c# , oracle , vb , .net "
Blueprism Developers,Saggio Insurance Marketing Pvt Ltd,"c#, c, vb, ","c# , c , vb "
Microsoft Dotnet Sr Software Developer | Architect,alliance recruitment agency,"orchestration, bootstrap, jquery, security, asp.net, oops, web, api, mysql, c#, github, entity, framework, mvc, architecture, problem, solving, javascript, node.js, .net, software, developer, ","orchestration , bootstrap , jquery , security , asp.net , oops , web api , mysql , c# , github , entity framework , mvc architecture , problem solving , javascript , node.js , .net , software developer "
Power Bi /  SQL Tableau Developer / Data analyst,BUSISOL SOURCING INDIA PVT. LTD,"r2, information, technology, dbms, t-sql, xml, ssrs, c#, triggers, .net, microsoft, technologies, bi, sql, t, -, sql, sql, developer, rdbms, production, support, ","r2 , information technology , dbms , t-sql , xml , ssrs , c# , triggers , .net , microsoft technologies , bi , sql , t - sql , sql developer , rdbms , production support "
